# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"name","anchor_id":"FILE1_Z0_XY1","type":4,"desc":"","options":{"0":"cow","1":"bull","2":"pup"},"default_option_id":"2"}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"108_7ITIJ66I","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,417,210,66,91]","{""1"":""1""}"
"108_GvB3gTF8","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,394,274,23,40]","{""1"":""2""}"
"108_AOMnlMrG","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,284,294,42,26]","{""1"":""0""}"
"108_xfgIAmDg","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,374,262,21,29]","{""1"":""2""}"
"108_kF0g6mel","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,346,295,21,49]","{""1"":""0""}"
"108_9U8syLtx","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,370,327,24,40]","{""1"":""0""}"
"108_stQeukyl","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,208,373,36,23]","{""1"":""2""}"
"108_e0A0eC92","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,245,338,17,22]","{""1"":""2""}"
"108_CDpsUyop","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,274,341,23,42]","{""1"":""2""}"
"108_088J0nSY","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,304,323,32,36]","{""1"":""2""}"
"108_6OBEJLNa","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,295,362,16,35]","{""1"":""2""}"
"108_Xm20ugNQ","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,299,405,19,8]","{""1"":""2""}"
"108_2oGYjEB6","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,330,368,22,13]","{""1"":""2""}"
"108_bJmEXJBy","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,328,339,24,28]","{""1"":""2""}"
"108_nUtZ6PkI","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,295,456,31,25]","{""1"":""2""}"
"108_gzXpwrXt","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,277,472,23,26]","{""1"":""2""}"
"108_zhIXPZ9k","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,232,474,39,24]","{""1"":""0""}"
"108_T2IEEDKb","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,273,431,38,22]","{""1"":""2""}"
"108_2tuBi2mo","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,223,424,41,15]","{""1"":""2""}"
"108_dEHYBzoV","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,162,429,45,22]","{""1"":""0""}"
"108_Wkt3H7p1","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,205,397,15,40]","{""1"":""2""}"
"108_hVXJX1Zo","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,223,443,37,16]","{""1"":""2""}"
"108_BXqVSGYk","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,160,465,26,34]","{""1"":""2""}"
"108_vLUbhO8A","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,207,463,24,12]","{""1"":""2""}"
"108_hAJij7xO","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,189,455,23,26]","{""1"":""2""}"
"108_MTXHKpQC","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,125,402,21,53]","{""1"":""0""}"
"108_Woxc7yBO","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,114,461,20,34]","{""1"":""2""}"
"108_m7dZBoJr","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,79,480,24,17]","{""1"":""2""}"
"108_VhJiWaGy","[""2_25_2021_es_db_25---28.png""]",0,"[]","[2,86,449,25,29]","{""1"":""2""}"
"109_WirRZp72","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,437,48,43,107]","{""1"":""1""}"
"109_OXrHiE4I","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,199,15,27,40]","{""1"":""2""}"
"109_e9SMn7n7","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,116,146,29,25]","{""1"":""2""}"
"109_CDDTsVGN","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,148,137,37,44]","{""1"":""0""}"
"109_3AYNl86S","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,107,214,27,51]","{""1"":""0""}"
"109_TkicjkkQ","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,108,191,36,37]","{""1"":""0""}"
"109_j2RelZmT","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,70,250,29,19]","{""1"":""2""}"
"109_rxSdFvmG","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,54,212,11,35]","{""1"":""2""}"
"109_KRBSkDGg","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,68,198,25,23]","{""1"":""2""}"
"109_xmkDb4ZB","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,38,212,16,40]","{""1"":""2""}"
"109_iRs0tqvN","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,21,156,19,29]","{""1"":""2""}"
"109_3gQWVMPE","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,43,179,28,25]","{""1"":""2""}"
"109_O164X2bq","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,45,77,22,28]","{""1"":""2""}"
"109_efFCztyq","[""2_25_2021_es_db_25---29.png""]",0,"[]","[2,4,207,58,88]","{""1"":""1""}"
"110_GsKs96k8","[""2_25_2021_es_db_25---30.png""]",0,"[]","[2,18,44,44,110]","{""1"":""1""}"
"113_lSXzuXU8","[""2_25_2021_es_db_25---38.png""]",0,"[]","[2,439,244,41,24]","{""1"":""2""}"
